Identifiant station,Nom station,Station en fonctionnement,Capacité de la station,Nombre bornettes libres,Nombre total vélos disponibles,Vélos mécaniques disponibles,Vélos électriques disponibles,Borne de paiement disponible,Retour vélib possible,Actualisation de la donnée,Coordonnées géographiques,Nom communes équipées,Code INSEE communes équipées
20119,Square des Saint-Simoniens,OUI,25,25,0,0,0,OUI,OUI,2024-01-26T18:37:23+01:00,"48.8701796, 2.3967273",Paris,
13045,Jean Colly - Tolbiac,OUI,36,24,9,6,3,OUI,OUI,2024-01-26T18:43:44+01:00,"48.827817291597846, 2.3705490678548813",Paris,
42707,Place Jean-Baptiste Clément,OUI,25,18,6,1,5,OUI,OUI,2024-01-26T18:43:52+01:00,"48.81240466867336, 2.3617091774940495",Le Kremlin-Bicêtre,
19115,Porte de la Villette,OUI,27,6,17,3,14,OUI,OUI,2024-01-26T18:42:47+01:00,"48.89835196548483, 2.386150136590004",Paris,
20036,Ménilmontant - Pelleport,OUI,19,19,0,0,0,OUI,OUI,2024-01-26T18:44:38+01:00,"48.87068263384462, 2.398959602331646",Paris,
12034,Pirogues de Bercy - Libourne,OUI,49,12,33,29,4,OUI,OUI,2024-01-26T18:43:58+01:00,"48.832308, 2.38637",Paris,
35009,Jean Lolive - Parc Stalingrad,OUI,22,12,9,2,7,OUI,OUI,2024-01-26T18:44:37+01:00,"48.89206174403158, 2.4091735482215886",Pantin,
20043,Charonne - Avron,OUI,27,25,1,0,1,OUI,OUI,2024-01-26T18:42:42+01:00,"48.851602665222, 2.3984030470379",Paris,
8055,Courcelles - Place des Ternes,OUI,31,26,1,0,1,OUI,OUI,2024-01-26T18:44:52+01:00,"48.878199928923124, 2.2992860188665043",Paris,
25008,Place du 8 Mai 1945,OUI,18,17,1,0,1,OUI,OUI,2024-01-26T18:36:52+01:00,"48.871552174017, 2.2025031970585",Rueil-Malmaison,
27002,Parc Pierre Lagravère,OUI,30,2,22,22,0,OUI,OUI,2024-01-26T18:44:37+01:00,"48.92650488131725, 2.239069678491417",Colombes,
24002,Gare de Courbevoie,OUI,35,23,9,3,6,OUI,OUI,2024-01-26T18:44:06+01:00,"48.8993867, 2.2506506",Courbevoie,
21109,Guichet - Jean Jaurès,OUI,28,8,18,14,4,OUI,OUI,2024-01-26T18:44:45+01:00,"48.905169868129036, 2.3023840785026555",Clichy,
16034,Porte d'Auteuil,OUI,33,32,1,0,1,OUI,OUI,2024-01-26T18:44:21+01:00,"48.8479394142243, 2.2608396783471107",Paris,
21502,Verdun - Place Henri IV,OUI,26,8,17,10,7,OUI,OUI,2024-01-26T18:44:24+01:00,"48.870797375639214, 2.2277003154158592",Suresnes,
20132,Réunion - Avron,OUI,26,21,4,2,2,OUI,OUI,2024-01-26T18:43:23+01:00,"48.852566752033766, 2.403928068708116",Paris,
31012,Place Carnot,OUI,25,20,4,2,2,OUI,OUI,2024-01-26T18:41:22+01:00,"48.85593932186797, 2.441531717777252",Montreuil,
5114,Claude Bernard - Arbalète,OUI,17,5,7,1,6,OUI,OUI,2024-01-26T18:44:44+01:00,"48.83976676978202, 2.347510904073715",Paris,
12126,Gravelle - Route du Bac,OUI,51,25,17,11,6,OUI,OUI,2024-01-26T18:44:33+01:00,"48.824407, 2.418455",Paris,
11031_relais,Jacquard - Ternaux,OUI,0,0,0,0,0,NON,NON,2023-12-06T10:59:55+01:00,"48.8643671, 2.3730935",Paris,
12024,Gare de Bercy,OUI,35,2,30,25,5,OUI,OUI,2024-01-26T18:44:09+01:00,"48.839794573906, 2.3826066032052",Paris,
19019,Petit - Manin,OUI,22,13,8,1,7,OUI,OUI,2024-01-26T18:44:54+01:00,"48.88650687534334, 2.3938155401308374",Paris,
16129,Ceinture du Lac Inferieure - Saint-Cloud,OUI,42,41,1,0,1,OUI,OUI,2024-01-26T18:43:57+01:00,"48.86218070933143, 2.2617871686816216",Paris,
42207,Place des Marseillais,OUI,37,13,19,11,8,OUI,OUI,2024-01-26T18:43:40+01:00,"48.82663907252554, 2.4059280753135686",Charenton-le-Pont,
35019,Anatole France - Jean Lolive,OUI,28,17,8,1,7,OUI,OUI,2024-01-26T18:44:41+01:00,"48.8949922, 2.4253764",Pantin,
92003,Chanzy - Sud-Est,OUI,25,16,8,5,3,OUI,OUI,2024-01-26T18:44:09+01:00,"48.888912037698766, 2.195632159709931",Nanterre,
14104,Boyer-Barret - Raymond Losserand,OUI,23,19,4,1,3,OUI,OUI,2024-01-26T18:44:43+01:00,"48.83329880233322, 2.3173383995890617",Paris,
5119,Jussieu - Guy de la Brosse,OUI,40,30,8,6,2,OUI,OUI,2024-01-26T18:43:28+01:00,"48.845665, 2.355653",Paris,
20113,Piat - Parc de Belleville,OUI,21,21,0,0,0,OUI,OUI,2024-01-26T18:43:08+01:00,"48.87195626635528, 2.384981390278095",Paris,
31705,Champeaux - Gallieni,OUI,50,47,2,1,1,OUI,OUI,2024-01-26T18:42:55+01:00,"48.864459134684644, 2.4161778017878532",Bagnolet,
20120,Evariste Galois,OUI,0,0,0,0,0,NON,NON,2023-06-15T16:09:38+02:00,"48.873087537345, 2.4133380129933",Paris,
23701,Parvis Robert Schuman - Roger Salengro,OUI,24,23,0,0,0,OUI,OUI,2024-01-26T18:43:50+01:00,"48.812657470558754, 2.1921751275658607",Chaville,
41604,Lagny - Joffre,OUI,31,30,1,1,0,OUI,OUI,2024-01-26T18:42:10+01:00,"48.84930687084088, 2.417949736118317",Saint-Mandé,
17007,Navier - Epinettes,OUI,36,25,11,3,8,OUI,OUI,2024-01-26T18:44:10+01:00,"48.89587780769155, 2.3226776719093327",Paris,
15017,Place Falguière,OUI,23,18,4,3,1,OUI,OUI,2024-01-26T18:44:04+01:00,"48.83629973941847, 2.3104464635252953",Paris,
14001,Edgar Quinet - Gaité,OUI,27,14,13,9,4,OUI,OUI,2024-01-26T18:44:31+01:00,"48.84116092896631, 2.32459545135498",Paris,
92004,Nanterre - Université,OUI,20,14,5,1,4,OUI,OUI,2024-01-26T18:43:41+01:00,"48.901365, 2.212693",Nanterre,
8012,Batignolles - Place de Clichy,OUI,47,35,9,5,4,OUI,OUI,2024-01-26T18:43:15+01:00,"48.883474535757, 2.326493114233",Paris,
18020,Francoeur - Marcadet,OUI,20,16,1,0,1,OUI,OUI,2024-01-26T18:41:23+01:00,"48.89104123261663, 2.340014585442034",Paris,
15029,Emeriau - Place de Brazzaville,OUI,51,35,15,14,1,OUI,OUI,2024-01-26T18:44:27+01:00,"48.850785261674964, 2.2871585190296173",Paris,
15028,Grenelle - Dr Finlay,OUI,71,56,13,12,1,OUI,OUI,2024-01-26T18:44:53+01:00,"48.851315406715976, 2.2919502854347233",Paris,
17018,Parc Monceau,OUI,18,12,5,1,4,OUI,OUI,2024-01-26T18:43:00+01:00,"48.881077914129, 2.3095492646098",Paris,
14018,Porte d'Orléans,OUI,48,44,1,0,1,OUI,OUI,2024-01-26T18:40:55+01:00,"48.8227639, 2.3249313",Paris,
5116,Place Valhubert,OUI,37,0,35,32,3,OUI,OUI,2024-01-26T18:44:22+01:00,"48.844182577315, 2.3640366643667",Paris,
31702,Pierre et Marie Curie - Julien Grimau,OUI,18,18,0,0,0,OUI,OUI,2024-01-26T18:42:20+01:00,"48.870714014863225, 2.424097023904324",Bagnolet,
18005,Tardieu - Chappe,OUI,18,17,1,1,0,OUI,OUI,2024-01-26T18:44:53+01:00,"48.884146759782, 2.341845408082",Paris,
21013,Pierre Grenier - Pont de Billancourt,OUI,21,11,9,2,7,OUI,OUI,2024-01-26T18:38:12+01:00,"48.8258020742942, 2.2487989068031315",Boulogne-Billancourt,
10005,Petites Ecuries - Faubourg Poissonnière,OUI,17,3,8,4,4,OUI,OUI,2024-01-26T18:44:53+01:00,"48.87397217237368, 2.348388757504776",Paris,
21111,Professeur René Leriche - Général Leclerc,OUI,50,28,22,20,2,OUI,OUI,2024-01-26T18:42:10+01:00,"48.90782845483013, 2.307887971401215",Clichy,
20136,Henri Chevreau - Couronnes,OUI,27,22,4,1,3,OUI,OUI,2024-01-26T18:44:57+01:00,"48.87033205312931, 2.388777695596218",Paris,
7014,Saint-François-Xavier,OUI,42,38,2,1,1,OUI,OUI,2024-01-26T18:44:29+01:00,"48.85154484769, 2.3146149516106",Paris,
5026,Pascal - Claude Bernard,OUI,49,11,32,24,8,OUI,OUI,2024-01-26T18:44:05+01:00,"48.839061952159746, 2.3499782010912895",Paris,
17017,Gare de Pont-Cardinet,OUI,34,15,14,1,13,OUI,OUI,2024-01-26T18:42:11+01:00,"48.88713901475306, 2.314494143994255",Paris,
43006,Vignerons - Minimes,OUI,29,26,3,1,2,OUI,OUI,2024-01-26T18:44:19+01:00,"48.841486, 2.430793",Vincennes,
10023,Gare de l'Est - Verdun,OUI,14,4,6,1,5,OUI,OUI,2024-01-26T18:44:47+01:00,"48.876156054271, 2.3609149083206",Paris,
5002,Sommerard - Saint-Jacques,OUI,34,9,19,14,5,OUI,OUI,2024-01-26T18:43:05+01:00,"48.850310432924466, 2.345015835298588",Paris,
21105,Morice - Général Leclerc,OUI,25,7,13,9,4,OUI,OUI,2024-01-26T18:40:03+01:00,"48.90245471981591, 2.3128929734230046",Clichy,
8102,Lamennais - Washington,OUI,26,25,1,0,1,OUI,OUI,2024-01-26T18:39:58+01:00,"48.87352990026496, 2.303444892168045",Paris,
34002,Capitaine Glarner - Gabriel Péri,OUI,27,15,8,3,5,OUI,OUI,2024-01-26T18:44:24+01:00,"48.902449900418745, 2.3304807533425724",Saint-Ouen-sur-Seine,
42503,Vladimir Ilitch Lénine - Andrée Chedid,OUI,31,22,8,4,4,OUI,OUI,2024-01-26T18:44:16+01:00,"48.813240124373, 2.3319716067039",Gentilly,
14139,Pierre Larousse - Raymond Losserand,OUI,30,28,1,0,1,OUI,OUI,2024-01-26T18:41:27+01:00,"48.83059564231877, 2.3119183257222176",Paris,
7006,Quai Voltaire,OUI,32,3,20,10,10,OUI,OUI,2024-01-26T18:44:54+01:00,"48.858942986179, 2.3314182047146",Paris,
13102,Pitié-Salpêtrière,OUI,51,45,3,1,2,OUI,OUI,2024-01-26T18:43:53+01:00,"48.83748810318667, 2.365213818848133",Paris,
2010,Uzès - Montmartre,OUI,29,24,5,4,1,OUI,OUI,2024-01-26T18:44:22+01:00,"48.870790980240706, 2.3431010171771054",Paris,
11101,Charles Delescluze,OUI,49,30,17,13,4,OUI,OUI,2024-01-26T18:42:18+01:00,"48.85242200848887, 2.380632497370243",Paris,
11114,Ledru-Rollin - Charonne,OUI,32,2,27,23,4,OUI,OUI,2024-01-26T18:44:23+01:00,"48.85345855607243, 2.3772463581947094",Paris,
15055,Vasco de Gama,OUI,54,10,39,34,5,OUI,OUI,2024-01-26T18:44:20+01:00,"48.83671783466264, 2.283664085650799",Paris,
20040,Parc de Belleville - Julien Lacroix,OUI,26,22,2,1,1,OUI,OUI,2024-01-26T18:44:53+01:00,"48.8703459, 2.3842214",Paris,
14130,Jonquoy - Didot,OUI,30,26,4,0,4,OUI,OUI,2024-01-26T18:41:19+01:00,"48.82890454823947, 2.31648076325655",Paris,
13026,Place Jean Delay,OUI,35,27,4,1,3,OUI,OUI,2024-01-26T18:43:00+01:00,"48.823316, 2.354336",Paris,
10015,Lucien Sampaix - Récollets,OUI,46,35,10,5,5,OUI,OUI,2024-01-26T18:44:19+01:00,"48.874330377560476, 2.3621229082345963",Paris,
23002,Pont de Levallois-bécon,OUI,50,26,16,10,6,OUI,OUI,2024-01-26T18:44:44+01:00,"48.8984179, 2.2791311",Levallois-Perret,
41207,Place du Général de Gaulle,OUI,28,24,2,0,2,OUI,OUI,2024-01-26T18:41:37+01:00,"48.8525288, 2.4877332",Fontenay-sous-Bois,
12011,Charenton - Place du Col Bourgoin,OUI,35,0,34,26,8,OUI,OUI,2024-01-26T18:44:37+01:00,"48.844867319554, 2.3825789350545",Paris,
16006,Lauriston - Copernic,OUI,19,13,2,0,2,OUI,OUI,2024-01-26T18:40:03+01:00,"48.86926, 2.289918",Paris,
21019,Edouard Vaillant - Paul-Adolphe Souriau,OUI,28,14,13,12,1,OUI,OUI,2024-01-26T18:42:17+01:00,"48.83484585882868, 2.2479459643363957",Boulogne-Billancourt,
21308,Bara - Henri Farman,OUI,36,28,6,3,3,OUI,OUI,2024-01-26T18:44:28+01:00,"48.833218027457846, 2.2677567601203923",Issy-les-Moulineaux,
12032,Porte Dorée,OUI,36,16,16,6,10,OUI,OUI,2024-01-26T18:44:46+01:00,"48.8354337, 2.4077132",Paris,
6018,Michelet - Assas,OUI,18,14,2,0,2,OUI,OUI,2024-01-26T18:38:11+01:00,"48.84274150283194, 2.335021197795868",Paris,
19037,Belleville - Porte des Lilas,OUI,32,31,0,0,0,OUI,OUI,2024-01-26T18:40:29+01:00,"48.87660391892763, 2.404769691129476",Paris,
20109,Haxo - Surmelin,OUI,21,19,1,0,1,OUI,OUI,2024-01-26T18:40:11+01:00,"48.8694370761222, 2.40539657537972",Paris,
6107,Place Alphonse Deville,OUI,23,16,6,1,5,OUI,OUI,2024-01-26T18:40:03+01:00,"48.850188262662, 2.3275961726904",Paris,
6103,Mézières - Rennes,OUI,55,44,10,8,2,OUI,OUI,2024-01-26T18:44:05+01:00,"48.85023459321703, 2.3303819820284843",Paris,
15038,Place Adolphe Cherioux - Vaugirard,OUI,63,50,9,4,5,OUI,OUI,2024-01-26T18:44:35+01:00,"48.83959442800459, 2.3010657727718353",Paris,
17124,Porte de Saint-Ouen - Henri Huchard,OUI,26,17,3,0,3,OUI,OUI,2024-01-26T18:42:31+01:00,"48.898708366365064, 2.3295360803604126",Paris,
21032,Sèvres-Gallieni,OUI,27,12,14,9,5,OUI,OUI,2024-01-26T18:38:39+01:00,"48.837809408957, 2.2281519323587",Boulogne-Billancourt,
10165,Gare de l'Est - Place du 11 Novembre 1918,OUI,40,17,16,2,14,OUI,OUI,2024-01-25T22:07:18+01:00,"48.876327, 2.3585464",Paris,
20021,Indre - Prairies,OUI,38,36,2,0,2,OUI,OUI,2024-01-26T18:40:35+01:00,"48.86254398506782, 2.403290458023548",Paris,
31016,Lucie Aubrac - Franklin,OUI,36,29,7,1,6,OUI,OUI,2024-01-26T18:44:37+01:00,"48.86223916006812, 2.4435862898826604",Montreuil,
19109,Tanger - Place du Maroc,OUI,19,11,6,3,3,OUI,OUI,2024-01-26T18:44:46+01:00,"48.8862524447104, 2.3689296841621403",Paris,
13016,Primo Levi - Frigos,OUI,34,7,23,18,5,OUI,OUI,2024-01-26T18:44:57+01:00,"48.83094844846017, 2.37965351592796",Paris,
31019,Vincennes - Douy-Delcupe,OUI,38,26,8,2,6,OUI,OUI,2024-01-26T18:44:45+01:00,"48.85493692155721, 2.436049282550812",Montreuil,
13043,Dunois - Clisson,OUI,51,35,14,9,5,OUI,OUI,2024-01-26T18:42:22+01:00,"48.832294, 2.3674523",Paris,
32014,Place du Cornillon - Stade de France,OUI,34,20,12,6,6,OUI,OUI,2024-01-26T18:42:48+01:00,"48.92540695835961, 2.3644426837563515",Saint-Denis,
8051,Batignolles - Rome,OUI,15,8,4,2,2,OUI,OUI,2024-01-26T18:44:10+01:00,"48.881823370566806, 2.3202589899301524",Paris,
18032,Porte de Clignancourt.,OUI,56,46,7,3,4,OUI,OUI,2024-01-26T18:44:46+01:00,"48.897488, 2.343996",Paris,
44102,Verdun - Adrien Damalix,OUI,26,16,9,4,5,OUI,OUI,2024-01-26T18:39:20+01:00,"48.8222334178559, 2.4215328320860863",Saint-Maurice,
44012,Génie - Mozart,OUI,19,13,3,2,1,OUI,OUI,2024-01-26T18:44:25+01:00,"48.794902381218904, 2.3734183609485626",Vitry-sur-Seine,
16123,Mahatma Gandhi,OUI,26,13,10,4,6,OUI,OUI,2024-01-26T18:44:47+01:00,"48.876356, 2.264205",Paris,
17027,Place du Maréchal Juin - Péreire,OUI,46,34,11,9,2,OUI,OUI,2024-01-26T18:44:31+01:00,"48.885263, 2.298286",Paris,
16032,Eglise d'Auteuil,OUI,21,20,0,0,0,OUI,OUI,2024-01-26T18:43:56+01:00,"48.84749841771691, 2.26848387135299",Paris,
51003,Hôtel de Ville d'Argenteuil,OUI,30,25,4,1,3,OUI,OUI,2024-01-26T18:35:16+01:00,"48.946504, 2.2496396",Argenteuil,
21003,Jean Jaurès - Jean Baptiste Clément,OUI,24,10,12,4,8,OUI,OUI,2024-01-26T18:44:56+01:00,"48.84576261454011, 2.2369650006294255",Boulogne-Billancourt,
22101,Gare Routière de Saint Cloud,OUI,31,23,7,3,4,OUI,OUI,2024-01-26T18:43:24+01:00,"48.84288183896324, 2.222245037555695",Saint-Cloud,
22001,Château - Bineau,OUI,23,3,18,15,3,OUI,OUI,2024-01-26T18:43:17+01:00,"48.890404028589806, 2.270106375217438",Neuilly-sur-Seine,
14122,Colonel Monteil - Brune,OUI,19,18,1,0,1,OUI,OUI,2024-01-26T18:40:24+01:00,"48.82650293311, 2.3092747998272",Paris,
18025,Mairie du 18ème,OUI,40,24,9,5,4,OUI,OUI,2024-01-26T18:44:18+01:00,"48.892939296937605, 2.3445510864257812",Paris,
9115,Milton - Manuel,OUI,22,19,3,1,2,OUI,OUI,2024-01-26T18:44:37+01:00,"48.878249, 2.341181",Paris,
9023,Laffitte - Italiens,OUI,33,26,4,1,3,OUI,OUI,2024-01-26T18:44:53+01:00,"48.871815737396, 2.3372015478451",Paris,
19039,Edouard Pailleron - Simon Bolivar,OUI,24,20,3,0,3,OUI,OUI,2024-01-26T18:43:40+01:00,"48.87979886049996, 2.374839261174202",Paris,
15108,Lourmel - Marie Skobtsov,OUI,22,2,17,9,8,OUI,OUI,2024-01-26T18:44:45+01:00,"48.844974, 2.287283",Paris,
17122,Bridaine - Lamandé,OUI,29,22,7,3,4,OUI,OUI,2024-01-26T18:40:01+01:00,"48.8862074, 2.3206239",Paris,
19040,Belleville - Télégraphe,OUI,41,38,2,0,2,OUI,OUI,2024-01-26T18:43:28+01:00,"48.8756045, 2.3995549",Paris,
20027,Porte de Ménilmontant,OUI,15,14,0,0,0,OUI,OUI,2024-01-26T18:44:49+01:00,"48.8691543609174, 2.40932246879487",Paris,
26001,Gare d'Asnières sur Seine,OUI,24,2,14,4,10,OUI,OUI,2024-01-26T18:44:15+01:00,"48.90636459217474, 2.2835066914558415",Asnières-sur-Seine,
31007,Paris - Désiré Préaux,OUI,49,40,8,5,3,OUI,OUI,2024-01-26T18:44:33+01:00,"48.85742876694898, 2.4323049187660217",Montreuil,
6016,Danton - Serpente,OUI,22,5,17,7,10,OUI,OUI,2024-01-26T18:44:52+01:00,"48.852297362582, 2.3414132371545",Paris,
17047,Courcelles - Pierre Demours,OUI,26,12,12,10,2,OUI,OUI,2024-01-26T18:44:48+01:00,"48.883769733273496, 2.29858466343129",Paris,
41204,République - Danton,OUI,20,18,2,0,2,OUI,OUI,2024-01-26T18:42:41+01:00,"48.85249172181667, 2.462034523487091",Fontenay-sous-Bois,
17046,Mac-Mahon - Brey,OUI,25,17,7,2,5,OUI,OUI,2024-01-26T18:44:53+01:00,"48.877532084130166, 2.294512536052928",Paris,
17121,Square des Epinettes,OUI,20,12,8,2,6,OUI,OUI,2024-01-26T18:42:55+01:00,"48.89383909781389, 2.325953990221024",Paris,
10020,Chabrol - d'Hauteville,OUI,11,4,4,0,4,OUI,OUI,2024-01-26T18:44:50+01:00,"48.87701838803332, 2.3513179644942284",Paris,
47006,Les Planètes,OUI,16,12,4,3,1,OUI,OUI,2024-01-26T18:40:26+01:00,"48.8099849920804, 2.4580853059887886",Maisons-Alfort,
19009,Cité des Sciences et de l'Industrie,OUI,30,12,15,7,8,OUI,OUI,2024-01-26T18:42:42+01:00,"48.89659571178903, 2.384599149227142",Paris,
18113,Lepic - Armée d'Orient,OUI,24,17,5,2,3,OUI,OUI,2024-01-26T18:44:48+01:00,"48.88753640381415, 2.334307730197907",Paris,
18109,Pajol - Riquet,OUI,47,37,6,4,2,OUI,OUI,2024-01-26T18:44:44+01:00,"48.88960028134536, 2.3628534749150276",Paris,
19038,Lassus - Delouvain,OUI,20,19,1,0,1,OUI,OUI,2024-01-26T18:35:01+01:00,"48.8755044846, 2.3890327325519",Paris,
35017,Toffier Decaux - Cartier Bresson,OUI,18,13,5,2,3,OUI,OUI,2024-01-26T18:39:15+01:00,"48.90165072551549, 2.4017545580863957",Pantin,
18029,Emile Blemont - Poteau,OUI,39,31,6,3,3,OUI,OUI,2024-01-26T18:43:31+01:00,"48.8943782, 2.3415122",Paris,
16021,François Ponsard - La Muette,OUI,23,18,2,1,1,OUI,OUI,2024-01-26T18:44:13+01:00,"48.8583666, 2.2744515",Paris,
21703,Square du Carrefour de l'Insurrection,OUI,23,21,2,1,1,OUI,OUI,2024-01-26T18:42:15+01:00,"48.820864559770676, 2.291113436222077",Vanves,
9031,Provence - Chaussée d'Antin,OUI,25,14,9,5,4,OUI,OUI,2024-01-26T18:44:30+01:00,"48.87428447542072, 2.332976511564311",Paris,
20118,Orteaux - Mouraud,OUI,24,22,1,1,0,OUI,OUI,2024-01-26T18:38:41+01:00,"48.85558642847872, 2.408762907764669",Paris,
20023,Pelleport - Belgrand,OUI,15,12,3,1,2,OUI,OUI,2024-01-26T18:41:14+01:00,"48.86500081847653, 2.403980836377493",Paris,
9117,Bellefond - Maubeuge,OUI,31,20,9,7,2,OUI,OUI,2024-01-26T18:41:00+01:00,"48.878255397645, 2.3452642187476",Paris,
6030,Assas - Vaugirard,OUI,35,19,12,7,5,OUI,OUI,2024-01-26T18:43:24+01:00,"48.848274111398, 2.3292413726449",Paris,
15035,Place Etienne Pernet,OUI,43,11,32,27,5,OUI,OUI,2024-01-26T18:44:23+01:00,"48.84243457133779, 2.2921819612383847",Paris,
18049,Porte d'Aubervilliers,OUI,55,20,25,13,12,OUI,OUI,2024-01-26T18:43:02+01:00,"48.89859661942376, 2.3689722642302513",Paris,
15031,Théâtre - Lourmel,OUI,53,18,33,32,1,OUI,OUI,2024-01-26T18:43:50+01:00,"48.8482070397636, 2.2898658737540245",Paris,
11041,Square Saint-Ambroise,OUI,43,15,22,12,10,OUI,OUI,2024-01-26T18:44:20+01:00,"48.860934, 2.375841",Paris,
35014,Charles de Gaulle - Jean Lolive,OUI,26,19,5,2,3,OUI,OUI,2024-01-26T18:41:50+01:00,"48.8932644350857, 2.4126765131950383",Pantin,
31703,Sadi Carnot - François Mitterrand,OUI,27,23,4,2,2,OUI,OUI,2024-01-26T18:44:37+01:00,"48.87532687671517, 2.4241617321968083",Bagnolet,
11006,Ledru-Rollin - Place du Père Chaillet,OUI,37,2,30,21,9,OUI,OUI,2024-01-26T18:44:29+01:00,"48.856433706943704, 2.379020587761426",Paris,
35003,Gabrielle Josserand - Edouard Vaillant,OUI,25,11,11,6,5,OUI,OUI,2024-01-26T18:43:50+01:00,"48.90271566255436, 2.3933270573616032",Pantin,
47005,Ecole Vétérinaire,OUI,36,1,34,28,6,OUI,OUI,2024-01-26T18:44:37+01:00,"48.81488859822486, 2.4224362157778994",Maisons-Alfort,
21014,Hameau Fleuri - Marché,OUI,22,9,11,10,1,OUI,OUI,2024-01-26T18:42:29+01:00,"48.831448892608314, 2.2412404417991643",Boulogne-Billancourt,
1120,Lavandieres Sainte Opportune - Rivoli,OUI,27,16,11,5,6,OUI,OUI,2024-01-26T18:44:28+01:00,"48.859279702476, 2.3466217517853",Paris,
19127,Aubervilliers - Curial,OUI,23,19,3,0,3,OUI,OUI,2024-01-26T18:44:55+01:00,"48.89088305227546, 2.3688579350709915",Paris,
14112,Méchain - Faubourg Saint-Jacques,OUI,16,13,3,2,1,OUI,OUI,2024-01-26T18:43:15+01:00,"48.83586772099485, 2.33798034198275",Paris,
16015,Bassano -  Iéna,OUI,15,13,2,0,2,OUI,OUI,2024-01-26T18:41:11+01:00,"48.868144510482075, 2.296149600985935",Paris,
21001,Transvaal - Charles de Gaulle,OUI,27,15,10,5,5,OUI,OUI,2024-01-26T18:43:27+01:00,"48.848280403628806, 2.2373420120857195",Boulogne-Billancourt,
15070,Balard - Montagne de la Fage,OUI,36,10,25,22,3,OUI,OUI,2024-01-26T18:41:10+01:00,"48.83850740333351, 2.2782871127128606",Paris,
16122,Route de la Muette - Porte de Neuilly,OUI,50,24,23,19,4,OUI,OUI,2024-01-26T18:42:20+01:00,"48.8798926, 2.2587671",Paris,
47004,Stade Auguste Delaune,OUI,21,3,16,8,8,OUI,OUI,2024-01-26T18:44:12+01:00,"48.80896378683884, 2.4345204234123234",Maisons-Alfort,
15002,Maine - Antoine Bourdelle,OUI,17,0,17,13,4,OUI,OUI,2024-01-26T18:40:51+01:00,"48.84308531746595, 2.320263946784738",Paris,
9026,Jean-Baptiste Pigalle - La Bruyere,OUI,17,3,12,5,7,OUI,OUI,2024-01-26T18:44:49+01:00,"48.87939826447722, 2.333709173337285",Paris,
20016,Pyrénées - Maraîchers,OUI,19,18,1,0,1,OUI,OUI,2024-01-26T18:44:12+01:00,"48.85714001395299, 2.4043509364128113",Paris,
18033,Belliard - Damrémont,OUI,34,27,4,2,2,OUI,OUI,2024-01-26T18:44:51+01:00,"48.89669238777841, 2.338023450388167",Paris,
